Customer_ID,Age,Gender,Annual_Income,Employment_Type,Credit_Score
C01286,22,Female,2567130,Salaried,638.0
C01287,57,Female,2424582,Self-Employed,625.0
C01288,30,Female,1059861,Student,659.0
C01289,25,Female,472109,Student,645.0
C01290,45,Female,1065793,Student,597.0
C01291,30,Male,2485372,Self-Employed,711.0
C01292,55,Male,1691550,Self-Employed,673.0
C01293,38,Female,2347624,Salaried,598.0
C01294,21,Male,1635718,Student,822.0
C01295,59,Female,1729762,,703.0
C01296,41,Female,474781,Student,592.0
C01297,31,Male,362064,Student,564.0
C01298,48,Male,2199131,Student,575.0
C01299,42,Male,845931,Student,673.0
C01300,22,Male,1273800,Self-Employed,622.0
C01301,51,Female,1298224,Salaried,838.0
C01302,37,Female,2009492,Self-Employed,691.0
C01303,48,Male,2841300,Self-Employed,772.0
C01304,56,Male,2345922,,623.0
C01305,45,Male,2023919,Salaried,570.0
C01306,47,Female,2554195,Student,650.0
C01307,31,Female,1677250,Self-Employed,
C01308,30,Male,692368,Salaried,779.0
C01309,37,Female,1618751,Salaried,609.0
C01310,55,Male,2940385,Salaried,639.0
C01311,41,Female,2405934,Student,692.0
C01312,34,Male,1244076,Self-Employed,654.0
C01313,52,Female,1173801,Self-Employed,638.0
C01314,55,Female,2778621,Self-Employed,846.0
C01315,57,Male,555216,Self-Employed,831.0
C01316,32,Female,2818361,Salaried,657.0
C01317,49,Female,2128016,Student,566.0
C01318,44,Male,2480993,Salaried,658.0
C01319,38,Male,1188343,Salaried,815.0
C01320,36,Male,2050961,Student,820.0
C01321,25,Female,1179100,Salaried,761.0
C01322,31,Male,346456,Student,753.0
C01323,42,Male,1527731,Salaried,659.0
C01324,56,Female,2945664,Self-Employed,682.0
C01325,55,Female,955381,Self-Employed,814.0
C01326,28,Female,737605,Salaried,615.0
C01327,48,Male,2788596,Student,672.0
C01328,24,Female,2757515,Student,814.0
C01329,48,Male,2586820,Salaried,760.0
C01330,34,Male,2936611,Salaried,582.0
C01331,38,Female,2975938,Student,787.0
C01332,49,Female,2779609,,570.0
C01333,37,Female,2904281,Salaried,636.0
C01334,53,Male,2310396,Student,826.0
C01335,42,Female,1149029,Self-Employed,571.0
C01336,60,Male,1537496,Self-Employed,606.0
C01337,46,Male,1327614,Self-Employed,811.0
C01338,32,Male,1675645,Self-Employed,751.0
C01339,52,Female,2185296,Student,619.0
C01340,37,Male,952680,Student,653.0
C01341,42,Female,342783,Student,830.0
C01342,26,Male,1927364, salaried ,732.0
C01343,25,Female,2983499,Self-Employed,644.0
C01344,43,Female,2626900,Self-Employed,593.0
C01345,28,Female,329276,Self-Employed,674.0
C01346,60,Male,1916578,Self-Employed,645.0
C01347,55,Male,1735011,Salaried,679.0
C01348,49,Female,1447319,Self-Employed,564.0
C01349,50,Male,2105490,Salaried,690.0
C01350,44,Female,1451428,Self-Employed,624.0
C01351,23,Male,2768195,Student,839.0
C01352,36,Female,2750918,Self-Employed,633.0
C01353,40,Male,2039168,Self-Employed,623.0
C01354,57,Male,1537903,Self-Employed,640.0
C01355,29,Male,1911815,Self-Employed,
C01356,40,Female,2730135,Student,770.0
C01357,34,Female,1110970,Salaried,638.0
C01358,26,Male,2645342,Student,758.0
C01359,25,Male,1895487,Salaried,589.0
C01360,35,Male,471552,Salaried,607.0
C01361,24,Female,2324194,Student,636.0
C01362,23,Male,845971,Salaried,760.0
C01363,35,Male,1692097,,716.0
C01364,29,Female,2866092,Self-Employed,
C01365,43,Female,2405015,,732.0
C01366,21,Female,2188754,Salaried,609.0
C01367,33,Female,487955,Self-Employed,629.0
C01368,39,Female,2619572,Self-Employed,762.0
C01369,59,Female,1205519,Student,847.0
C01370,46,Female,435406,Self-Employed,550.0
C01371,56,Female,2891497,Salaried,659.0
C01372,34,Female,815124,,815.0
C01373,38,Male,1173299,Salaried,800.0
C01374,37,Female,683806,Student,628.0
C01375,56,Female,1979009,Salaried,560.0
C01376,59,Female,2643231,Salaried,720.0
C01377,59,Female,1703688,Salaried,759.0
C01378,51,Male,2647185,Student,626.0
C01379,41,Male,2828884,Student,641.0
C01380,42,Female,2655880,Self-Employed,752.0
C01381,60,Female,739484,Student,711.0
C01382,32,Female,856225,Student,634.0
C01383,34,Female,1108347,Self-Employed,801.0
C01384,56,Female,2023009,Student,821.0
C01385,36,Male,2628418,Self-Employed,768.0
C01386,30,Male,1144731,Salaried,834.0
C01387,43,Female,2098746,Self-Employed,658.0
C01388,34,Male,805649,Salaried,583.0
C01389,56,Male,1766233,Self-Employed,770.0
C01390,57,Female,2405285,Salaried,718.0
C01391,33,Female,1366231,Salaried,674.0
C01392,42,Male,740558,Student,628.0
C01393,60,Male,1410551,Self-Employed,569.0
C01394,50,Male,2357714,Self-Employed,601.0
C01395,29,Male,2824291,Salaried,750.0
C01396,44,Female,1963608,Salaried,618.0
C01397,45,Male,2111904,Student,831.0
C01398,47,Female,1432333,Self-Employed,692.0
C01399,22,Male,2808565,Self-Employed,575.0
C01400,32,Female,2648808,Self-Employed,746.0
C01401,55,Male,2924902,Student,756.0
C01402,30,Female,2631155,Salaried,604.0
C01403,32,Female,1776921,Student,802.0
C01404,33,Male,2893141, salaried ,772.0
C01405,28,Male,1946700,Salaried,729.0
C01406,27,Male,1924293,Salaried,586.0
C01407,34,Male,2072185,Salaried,696.0
C01408,55,Female,801917,Salaried,842.0
C01409,21,Female,2565756,Self-Employed,621.0
C01410,32,Male,1279491, salaried ,831.0
C01411,23,Male,2079493, salaried ,608.0
C01412,43,Female,2579455,Salaried,732.0
C01413,31,Female,609548,Self-Employed,669.0
C01414,52,Female,1112274,Self-Employed,570.0
C01415,44,Female,2844561,Salaried,743.0
C01416,52,Female,1274963,Salaried,692.0
C01417,46,Female,2084522,Salaried,644.0
C01418,38,Female,1816390,Student,619.0
C01419,55,Male,2648776,Student,697.0
C01420,40,Female,1677851,Salaried,581.0
C01421,58,Male,1446791,Student,730.0
C01422,60,Female,344370,Student,577.0
C01423,44,Female,1581734,,613.0
C01424,47,Male,1879831,Salaried,703.0
C01425,31,Male,2159912,Student,773.0
C01426,53,Male,2406483,Salaried,669.0
C01427,47,Female,2396290, salaried ,739.0
C01428,57,Male,1539982,Self-Employed,830.0
C01429,31,Male,511838,Salaried,728.0
C01430,52,Female,986698,Self-Employed,775.0
C01431,39,Female,1399825,Self-Employed,693.0
C01432,28,Male,2943239,Student,628.0
C01433,27,Male,2378612,Student,659.0
C01434,43,Female,2715274,,655.0
C01435,33,Female,2979037,Self-Employed,715.0
C01436,25,Female,659597,Self-Employed,595.0
C01437,38,Male,331434,Self-Employed,780.0
C01438,47,Male,1849749,Student,595.0
C01439,33,Male,1014982,,762.0
C01440,59,Female,2645837,Self-Employed,692.0
C01441,52,Male,1555091,Self-Employed,772.0
C01442,41,Male,325231,Self-Employed,602.0
C01443,58,Male,901942,Self-Employed,613.0
C01444,38,Male,1222154,Student,625.0
C01445,26,Female,372689,Self-Employed,784.0
C01446,22,Male,1156930,Salaried,629.0
C01447,58,Female,1756766,Self-Employed,650.0
C01448,59,Male,2711774,Salaried,592.0
C01449,50,Male,2053376,Self-Employed,620.0
C01450,25,Female,551783,Student,807.0
C01451,32,Female,1423367,Salaried,586.0
C01452,22,Female,2375488,,824.0
C01453,23,Male,1298670,Salaried,799.0
C01454,30,Female,1820446,Self-Employed,835.0
C01455,43,Male,2961148,Salaried,737.0
C01456,23,Female,672072,Student,755.0
C01457,60,Male,1589327,Self-Employed,803.0
C01458,39,Female,1946065,Student,763.0
C01459,31,Male,2454787,Self-Employed,718.0
C01460,41,Female,2559475,Student,676.0
C01461,52,Male,1075370,Student,808.0
C01462,33,Female,1560604,,645.0
C01463,22,Female,2541508,Salaried,717.0
C01464,23,Male,2565088,Student,568.0
C01465,55,Male,2523989,Self-Employed,744.0
C01466,25,Female,2102535,Salaried,589.0
C01467,46,Female,1022795,Salaried,566.0
C01468,36,Female,1294328,Salaried,639.0
C01469,52,Female,2070808,Salaried,751.0
C01470,23,Male,986810,Self-Employed,798.0
C01471,56,Male,2141440,Student,729.0
C01472,48,Male,1690524,Self-Employed,746.0
C01473,38,Male,1495061,Salaried,622.0
C01474,29,Male,1259641,Student,582.0
C01475,60,Female,2389206,Salaried,583.0
C01476,33,Male,1556814,Student,572.0
C01477,40,Male,1128590,Self-Employed,654.0
C01478,36,Female,1336619,,775.0
C01479,30,Female,1607533,Salaried,568.0
C01480,37,Male,1967418,Student,654.0
C01481,27,Female,2973409,Student,730.0
C01482,21,Female,1219259,Self-Employed,567.0
C01483,32,Female,782424,Student,714.0
C01484,25,Female,2940450,Salaried,669.0
C01485,37,Female,699013,Self-Employed,826.0
C01486,55,Male,2740259,Self-Employed,699.0
C01487,27,Female,683936,Salaried,705.0
C01488,21,Female,1282421,Self-Employed,805.0
C01489,25,Female,2994895,Self-Employed,769.0
C01490,41,Female,747373,Student,714.0
C01491,31,Female,731765,Self-Employed,749.0
C01492,40,Female,1944796,Salaried,671.0
C01493,22,Male,813645,Self-Employed,760.0
C01494,34,Male,365854,,642.0
C01495,37,Male,2175923,Salaried,644.0
C01496,38,Female,2890354,Student,799.0
C01497,43,Female,2350640,Salaried,675.0
C01498,52,Male,2903438,Salaried,709.0
C01499,39,Male,1723065,Salaried,586.0
C01500,54,Male,1957928,Salaried,653.0
C01501,42,Male,2953206,,745.0
C01502,31,Male,1660044,Student,709.0
C01503,30,Male,405053,Self-Employed,641.0
C01504,33,Male,944815,Self-Employed,558.0
C01505,44,Female,1976216,Student,715.0
C01506,30,Female,2614774,Salaried,655.0
C01507,57,Female,1937467,Salaried,827.0
C01508,40,Male,1395123,,563.0
C01509,55,Female,1167360,Student,755.0
C01510,48,Female,2144700,Salaried,665.0
C01511,34,Female,2728489,Salaried,
C01512,30,Male,1050687,Self-Employed,764.0
C01513,50,Female,1792780,,704.0
C01514,34,Female,1453987,Self-Employed,572.0
C01515,30,Female,965118,Self-Employed,731.0
C01516,58,Male,1394240,Self-Employed,603.0
C01517,40,Female,538567,Salaried,805.0
C01518,22,Female,1731465, salaried ,622.0
C01519,40,Male,589221,,788.0
C01520,39,Female,1579973,Student,649.0
C01521,55,Female,2722788,Student,644.0
C01522,49,Male,693481,Self-Employed,550.0
C01523,28,Female,975833,Salaried,826.0
C01524,27,Female,2246839,Salaried,716.0
C01525,45,Male,2748914,Salaried,594.0
C01526,22,Male,2880067,Self-Employed,560.0
C01527,33,Female,624318,Salaried,633.0
C01528,26,Female,945593,Salaried,698.0
C01529,21,Male,2956625,Student,560.0
C01530,57,Female,1665134,Salaried,658.0
C01531,24,Male,2550042,Salaried,643.0
C01532,21,Male,338912,Self-Employed,812.0
C01533,58,Female,613817,Student,674.0
C01534,28,Male,851651,Student,581.0
C01535,53,Female,532352,Salaried,622.0
C01536,22,Male,2705160,Salaried,798.0
C01537,27,Female,2469280,Self-Employed,553.0
C01538,25,Female,1353961,Student,590.0
C01539,49,Male,510778,Salaried,553.0
C01540,45,Female,586571,Student,564.0
C01541,40,Male,1007888,Student,828.0
C01542,30,Male,2262948,Salaried,848.0
C01543,24,Male,2463374,Student,771.0
C01544,43,Male,1756189,Self-Employed,577.0
C01545,30,Male,2750466,Salaried,760.0
C01546,44,Male,2806000,Self-Employed,782.0
C01547,48,Female,2372660,Salaried,786.0
C01548,54,Female,512672,Salaried,774.0
C01549,40,Female,2702710,Self-Employed,758.0
C01550,21,Male,2752571,Student,683.0
C01551,32,Male,1811698,Self-Employed,568.0
C01552,55,Male,1917825,Salaried,797.0
C01553,42,Female,2404950,Student,828.0
C01554,45,Female,1899451,Salaried,700.0
C01555,39,Male,1229303,Self-Employed,679.0
C01556,27,Male,2181828,Self-Employed,826.0
C01557,56,Male,2420077,Student,686.0
C01558,51,Female,682146,Student,661.0
C01559,60,Male,2135300,Salaried,816.0
C01560,55,Male,767805,Self-Employed,
C01561,32,Female,1852041,Student,611.0
C01562,31,Male,591254,Salaried,632.0
C01563,30,Female,2979213,Student,644.0
C01564,57,Female,2103227,Self-Employed,598.0
C01565,43,Female,1568404,Self-Employed,
C01566,39,Male,1660426,Self-Employed,843.0
C01567,59,Female,1971967,Student,706.0
C01568,45,Male,636530,Student,764.0
C01569,57,Female,1676745,Self-Employed,676.0
C01570,60,Female,2232904,Self-Employed,849.0
C01571,24,Female,1003380,Student,837.0
C01572,35,Female,1594371,Self-Employed,775.0
C01573,50,Female,1191986,Salaried,817.0
C01574,53,Female,734730,Student,590.0
C01575,26,Male,2942721,Salaried,817.0
C01576,33,Male,1900417,Self-Employed,678.0
C01577,42,Male,1358698,Self-Employed,613.0
C01578,52,Male,1213275,Salaried,830.0
C01579,25,Female,2134396,Student,804.0
C01580,45,Male,592185,Salaried,590.0
C01581,32,Male,1831162,Student,747.0
C01582,29,Female,921680,Student,815.0
C01583,41,Male,2702474,Self-Employed,
C01584,37,Female,2417591,Student,695.0
C01585,46,Female,2345763,Student,564.0
C01586,33,Female,693673,Student,699.0
C01587,53,Female,517758,Student,717.0
C01588,24,Female,1537792,Student,803.0
C01589,55,Male,1259693,Student,
C01590,22,Male,2255574,,612.0
C01591,50,Male,2222166,Salaried,829.0
C01592,34,Female,1372454,Self-Employed,802.0
C01593,36,Female,735663,Self-Employed,719.0
C01594,21,Male,1175387,Student,684.0
C01595,49,Male,1659285,Self-Employed,735.0
C01596,27,Male,984532,Self-Employed,595.0
C01597,47,Male,1157976,Student,623.0
C01598,50,Female,950063,Self-Employed,713.0
C01599,54,Male,474836,Self-Employed,676.0
C01600,49,Female,1923331,Student,603.0
C01601,33,Male,2992294, salaried ,709.0
C01602,50,Male,2870188,Student,746.0
C01603,54,Female,2809284,Student,794.0
C01604,33,Male,2079056,Salaried,739.0
C01605,25,Male,2318320,Self-Employed,734.0
C01606,56,Female,473353,Salaried,717.0
C01607,26,Male,842769,Student,584.0
C01608,44,Male,2206576,Salaried,665.0
C01609,30,Male,2969020,Self-Employed,685.0
C01610,26,Female,2752247,Student,707.0
C01611,52,Female,2003139,Self-Employed,638.0
C01612,26,Female,594052,Salaried,773.0
C01613,47,Male,2908403,Self-Employed,712.0
C01614,48,Male,1158587,Student,641.0
C01615,23,Male,414963,Student,691.0
C01616,27,Male,2374192,Student,763.0
C01617,52,Female,768370,Student,556.0
C01618,41,Male,1114320,Salaried,652.0
C01619,25,Female,2128566,Student,612.0
C01620,60,Female,2906565,Salaried,646.0
C01621,31,Female,2749385,Salaried,748.0
C01622,21,Male,741808,Salaried,614.0
C01623,57,Male,774611,Self-Employed,713.0
C01624,21,Female,2484521,Student,663.0
C01625,43,Female,1156165,Student,566.0
C01626,60,Male,510450,Student,816.0
C01627,44,Male,1888078,Student,729.0
C01628,44,Female,2073929,Salaried,639.0
C01629,36,Female,2999084,Student,701.0
C01630,26,Male,1613093,Student,847.0
C01631,43,Female,2459095,Student,595.0
C01632,56,Male,1742863,Salaried,806.0
C01633,24,Female,2793619,Student,
C01634,56,Female,1615907,Student,810.0
C01635,37,Male,2122533,Salaried,650.0
C01636,42,Female,2900736,Salaried,639.0
C01637,27,Male,2668902,Student,784.0
C01638,45,Male,1382759,Salaried,599.0
C01639,28,Female,1669021,Self-Employed,590.0
C01640,31,Male,1900339,Self-Employed,690.0
C01641,49,Female,635228,Student,834.0
C01642,23,Female,930280,Salaried,649.0
C01643,38,Female,2215805,Salaried,713.0
C01644,44,Male,493563,Student,669.0
C01645,26,Male,1923982,Student,778.0
C01646,32,Male,1609018,Student,820.0
C01647,34,Female,1610445,Self-Employed,844.0
C01648,47,Male,2584023,Student,631.0
C01649,60,Female,1042475,,629.0
C01650,54,Male,2435335,Self-Employed,828.0
C01651,28,Male,2417348,Self-Employed,725.0
C01652,21,Female,2979781,Self-Employed,648.0
C01653,23,Female,2515107,Student,652.0
C01654,44,Female,1668868,Student,603.0
C01655,27,Male,1283301,Student,575.0
C01656,30,Female,2408880,Salaried,654.0
C01657,54,Female,2804969,Student,788.0
C01658,55,Female,1058181,Student,748.0
C01659,54,Female,1298302,Self-Employed,553.0
C01660,31,Male,1642090,Self-Employed,563.0
C01661,45,Male,590418,Salaried,811.0
C01662,45,Female,1148357,Salaried,788.0
C01663,28,Male,749626,Student,789.0
C01664,43,Male,2385358,Salaried,809.0
C01665,42,Male,1635191,Student,742.0
C01666,36,Male,1930256,Salaried,651.0
C01667,51,Male,515630,Student,727.0
C01668,48,Female,1848335,Salaried,743.0
C01669,42,Female,2239713,Salaried,804.0
C01670,50,Male,2161329,Self-Employed,710.0
C01671,51,Male,2446758,Student,566.0
C01672,43,Male,607829,Salaried,737.0
C01673,31,Female,1783564,Salaried,771.0
C01674,51,Male,1601918,Salaried,834.0
C01675,49,Male,2712040,Student,604.0
C01676,60,Female,2164467,Salaried,808.0
C01677,26,Female,2876573,Salaried,556.0
C01678,37,Male,368537,Student,769.0
C01679,57,Female,1508468,Salaried,643.0
C01680,41,Female,2198944,Self-Employed,585.0
C01681,58,Male,540643,Salaried,648.0
C01682,21,Female,2058413,Salaried,716.0
C01683,22,Male,924413,Student,607.0
C01684,52,Female,500744,Salaried,715.0
C01685,35,Male,2075563,Self-Employed,763.0
C01686,41,Male,1451380,Self-Employed,813.0
C01687,38,Female,1395617,Student,718.0
C01688,37,Female,1178840,Salaried,731.0
C01689,58,Male,2149525,Self-Employed,826.0
C01690,24,Male,1970491,,560.0
C01691,51,Female,2100185,Student,779.0
C01692,56,Female,2426981,Student,844.0
C01693,47,Female,1934493,Self-Employed,798.0
C01694,36,Female,502145,Self-Employed,827.0
C01695,27,Male,726147,Salaried,821.0
C01696,48,Male,2977050,Student,727.0
C01697,39,Female,1071971,Student,792.0
C01698,26,Female,1454599,Salaried,659.0
C01699,35,Male,1320226,Self-Employed,585.0
C01700,59,Female,2973630, salaried ,575.0
C01701,31,Male,2525928,Self-Employed,605.0
C01702,28,Male,1605272,Self-Employed,767.0
C01703,48,Male,2142001,Self-Employed,670.0
C01704,28,Male,1789244,Self-Employed,794.0
C01705,57,Male,2041322,Student,649.0
C01706,55,Female,2875548,Salaried,788.0
C01707,60,Male,2114770,Salaried,816.0
C01708,57,Female,604763,Self-Employed,
C01709,30,Female,1658645,Self-Employed,707.0
C01710,29,Female,2513216,Salaried,711.0
C01711,34,Male,407005,Self-Employed,813.0
C01712,39,Male,1264107,Salaried,662.0
C01713,56,Male,843025,Student,666.0
C01714,50,Female,2246754,Student,783.0
C01715,46,Male,678815,Salaried,822.0
C01716,56,Female,1985003,Self-Employed,558.0
C01717,46,Female,472790,Salaried,571.0
C01718,36,Female,2794722,Self-Employed,830.0
C01719,37,Male,1162586,Salaried,684.0
C01720,41,Male,1400593,Student,718.0
C01721,24,Female,2426871,Self-Employed,821.0
C01722,50,Male,1325010,Self-Employed,669.0
C01723,47,Male,610855,Salaried,685.0
C01724,50,Female,2743111,Student,804.0
C01725,42,Female,600840,Student,770.0
C01726,52,Male,1642126,Salaried,758.0
C01727,58,Male,635512,Salaried,658.0
C01728,43,Male,2184126,Self-Employed,
C01729,38,Male,1028518,Self-Employed,799.0
C01730,25,Female,2817212,Student,824.0
C01731,52,Female,845959, salaried ,740.0
C01732,57,Male,2108278,Self-Employed,812.0
C01733,48,Male,337695,Self-Employed,794.0
C01734,55,Male,605477,Student,770.0
C01735,55,Male,1046556,Student,711.0
C01736,52,Male,2686398,Student,680.0
C01737,41,Male,2989995,Self-Employed,741.0
C01738,24,Female,1956686,Self-Employed,816.0
C01739,21,Female,1208513,Student,709.0
C01740,29,Female,1142904,Salaried,760.0
C01741,38,Female,870399,Self-Employed,720.0
C01742,50,Male,1219426,Salaried,745.0
C01743,39,Female,1638427,Self-Employed,757.0
C01744,21,Male,2150171,Salaried,565.0
C01745,29,Female,919294,Salaried,586.0
C01746,60,Female,396657,Self-Employed,561.0
C01747,60,Female,1811042,Self-Employed,781.0
C01748,36,Male,955463,Self-Employed,819.0
C01749,53,Female,1381770,Student,656.0
C01750,49,Female,2221757,Self-Employed,572.0
C01751,58,Male,2721471,Salaried,553.0
C01752,56,Female,1742771,Student,683.0
C01753,46,Male,2805382,Salaried,743.0
C01754,36,Male,1026474,Student,650.0
C01755,46,Female,2225265,Self-Employed,734.0
C01756,33,Male,2945020,Salaried,596.0
C01757,34,Male,882374,Self-Employed,768.0
C01758,45,Male,2293547,Student,649.0
C01759,43,Male,1579526,Student,850.0
C01760,44,Female,2678040,Self-Employed,781.0
C01761,36,Female,1124642,Salaried,688.0
C01762,37,Male,2893498,Salaried,834.0
C01763,21,Male,2455349,Student,
C01764,45,Female,2203742,Self-Employed,609.0
C01765,44,Female,378770,,723.0
C01766,58,Female,523200,Student,747.0
C01767,41,Female,2088727,Student,657.0
C01768,39,Female,1593046,Self-Employed,850.0
C01769,23,Male,1172712,Self-Employed,754.0
C01770,28,Female,2573225,Salaried,779.0
C01771,34,Female,1598712,Salaried,609.0
C01772,36,Male,1539292,Student,821.0
C01773,35,Male,1172086,Salaried,840.0
C01774,36,Female,2950380,Salaried,822.0
C01775,51,Female,1284933,Student,
C01776,26,Female,1000756,Self-Employed,831.0
C01777,34,Male,2120779,Salaried,
C01778,27,Male,392062,Salaried,611.0
C01779,33,Female,1907834,Salaried,747.0
C01780,48,Male,1824505,Salaried,782.0
C01781,22,Female,959040,Salaried,586.0
C01782,34,Male,2376484,Student,638.0
C01783,21,Male,417821,Student,576.0
C01784,59,Male,2950504,Salaried,581.0
C01785,50,Female,2611258,Salaried,557.0
C01786,30,Female,773436,Student,848.0
C01787,28,Male,1629228,Self-Employed,815.0
C01788,24,Male,831869,Salaried,733.0
C01789,39,Male,1970571,Student,560.0
C01790,51,Female,1251729,,769.0
C01791,44,Female,1618948,Student,711.0
C01792,56,Female,2883805,Student,783.0
C01793,34,Male,1971138,,697.0
C01794,32,Male,2641313,Student,552.0
C01795,40,Male,1992825,Self-Employed,824.0
C01796,29,Female,1581019,Self-Employed,814.0
C01797,60,Male,340609,Salaried,824.0
C01798,28,Male,540756,Salaried,749.0
C01799,40,Female,1739799,Salaried,827.0
C01800,41,Male,1660666,Student,571.0
C01801,23,Female,1655691,Salaried,670.0
C01802,39,Male,2582700,Self-Employed,646.0
C01803,39,Female,558707,Self-Employed,692.0
C01804,31,Male,2078628,Student,562.0
C01805,26,Female,2313881,Self-Employed,798.0
C01806,22,Male,2043361,Student,639.0
C01807,21,Male,936820,Self-Employed,586.0
C01808,40,Male,1397256,Salaried,609.0
C01809,24,Female,447218,Self-Employed,584.0
C01810,59,Male,778317,Self-Employed,756.0
C01811,30,Male,2468529,Student,827.0
C01812,47,Male,1967055,Salaried,575.0
C01813,47,Female,2635855,Salaried,558.0
C01814,40,Female,2167664,Student,814.0
C01815,56,Female,949875,Student,665.0
C01816,25,Male,2495641,Salaried,586.0
C01817,30,Female,2156372,Student,608.0
C01818,31,Female,817264,Salaried,753.0
C01819,26,Female,313366,Self-Employed,575.0
C01820,32,Female,2362153,Salaried,671.0
C01821,33,Male,2247104,Self-Employed,843.0
C01822,51,Female,542412,Self-Employed,
C01823,33,Male,1555015,Student,599.0
C01824,56,Female,2767347,Student,778.0
C01825,51,Male,2439704,Student,680.0
C01826,57,Female,2506207,Self-Employed,669.0
C01827,25,Female,1361191,Self-Employed,627.0
C01828,60,Female,627144,Student,776.0
C01829,45,Female,1247904,Salaried,697.0
C01830,60,Female,2154578,Student,695.0
C01831,35,Male,2570119,,780.0
C01832,59,Female,2038879,Salaried,659.0
C01833,44,Female,404346,Self-Employed,748.0
C01834,23,Male,1894296,Student,601.0
C01835,37,Female,805345,Student,722.0
C01836,26,Female,1946062,Student,679.0
C01837,58,Female,1412747,Salaried,703.0
C01838,33,Female,1739117,Self-Employed,659.0
C01839,29,Male,1910113,Student,589.0
C01840,43,Male,2022760,Salaried,827.0
C01841,38,Male,313803,Self-Employed,671.0
C01842,24,Female,2908652,Student,774.0
C01843,53,Female,1852898,Self-Employed,822.0
C01844,54,Female,1669323,Student,
C01845,50,Male,1321929,Student,796.0
C01846,45,Female,582165,Salaried,682.0
C01847,37,Male,2001005,Self-Employed,569.0
C01848,42,Male,1280884,Self-Employed,815.0
C01849,41,Female,2748829,Self-Employed,802.0
C01850,27,Male,2076543,Self-Employed,720.0
C01851,24,Female,1490354,Self-Employed,799.0
C01852,31,Male,385615,Self-Employed,751.0
C01853,39,Male,1797362,Self-Employed,791.0
C01854,27,Female,2582384, salaried ,567.0
C01855,25,Female,1549532,Student,795.0
C01856,55,Female,2055697,Student,614.0
C01857,35,Male,620009,Self-Employed,845.0
C01858,44,Female,1398173,Salaried,840.0
C01859,41,Female,2441405,Salaried,566.0
C01860,50,Male,1443687,Salaried,746.0
C01861,50,Male,2690028,Salaried,665.0
C01862,32,Male,1405571,Student,626.0
C01863,54,Female,2490959,Self-Employed,841.0
C01864,35,Female,2038245,Student,670.0
C01865,54,Female,2858510, salaried ,716.0
C01866,37,Female,1739025,Student,644.0
C01867,25,Male,1563676,Self-Employed,755.0
C01868,51,Female,1254644,Student,625.0
C01869,22,Female,2061268,Self-Employed,658.0
C01870,51,Male,2946199,Self-Employed,762.0
C01871,22,Female,754522,Self-Employed,613.0
C01872,29,Male,2828349,Student,786.0
C01873,45,Female,2937381,Salaried,844.0
C01874,58,Female,2376439,Self-Employed,761.0
C01875,37,Female,1867495,Self-Employed,658.0
C01876,25,Female,2630075,Student,604.0
C01877,30,Female,1006490,Salaried,718.0
C01878,56,Male,2011668,Salaried,681.0
C01879,50,Male,2474510,Self-Employed,623.0
C01880,25,Female,2474281,Self-Employed,660.0
C01881,36,Male,1883526,Salaried,841.0
C01882,31,Female,1340823,Student,
C01883,28,Male,2864122,Student,
C01884,54,Female,2119060,Salaried,654.0
C01885,45,Female,2378938,Self-Employed,825.0
C01886,28,Male,1982944,Student,657.0
C01887,47,Female,2668615,Student,637.0
C01888,37,Male,1589719,Salaried,639.0
C01889,23,Male,1775955,Student,835.0
C01890,38,Female,2470672,Self-Employed,656.0
C01891,28,Male,1696732,Student,660.0
C01892,30,Female,961284,Student,659.0
C01893,56,Female,2344781,Student,812.0
C01894,49,Female,1313839,Salaried,763.0
C01895,26,Female,583537,Salaried,730.0
C01896,55,Female,1306381,Self-Employed,614.0
C01897,43,Male,445885,Salaried,584.0
C01898,55,Male,2671203,Salaried,576.0
C01899,50,Male,2955996,Student,638.0
C01900,34,Male,1019904,Student,788.0
C01901,42,Male,2773997,Self-Employed,779.0
C01902,42,Male,2220921,Self-Employed,785.0
C01903,49,Female,2880284,Self-Employed,
C01904,30,Female,739255,Self-Employed,705.0
C01905,34,Female,468382,Student,657.0
C01906,30,Male,2784769,Student,768.0
C01907,32,Female,1027113,Salaried,608.0
C01908,27,Female,1910113,Salaried,570.0
C01909,22,Male,2734164,Salaried,799.0
C01910,58,Female,1225851,Student,692.0
C01911,23,Female,541594,Self-Employed,737.0
C01912,56,Female,2436469,Student,838.0
C01913,21,Male,1518873,Self-Employed,755.0
C01914,52,Female,361186,Self-Employed,780.0
C01915,34,Female,1221486,Student,694.0
C01916,41,Female,1731110,Salaried,645.0
C01917,32,Male,2675596,Student,655.0
C01918,40,Male,910785,Student,821.0
C01919,39,Male,1698805,Salaried,665.0
C01920,42,Female,789772,Student,831.0
C01921,36,Male,1084010,Salaried,559.0
C01922,42,Male,1012379,Salaried,
C01923,54,Female,1715613,Self-Employed,
C01924,38,Male,2091595,Student,724.0
C01925,35,Female,603604,Self-Employed,660.0
C01926,26,Female,504789,Self-Employed,602.0
C01927,35,Male,2274247,Student,695.0
C01928,26,Female,1093620,Student,838.0
C01929,28,Female,1969511,Student,657.0
C01930,59,Female,507200,Salaried,694.0
C01931,24,Female,1921913,Student,656.0
C01932,40,Male,2755373,Salaried,809.0
C01933,54,Female,1482179,Self-Employed,756.0
C01934,59,Female,1860351,Student,735.0
