Alert_ID,Customer_ID,Alert_Date,Alert_Type,Risk_Level
F001462,C17190,2023-06-08,Multiple Transactions,Medium
F001463,C17386,2023-08-30,High Amount,Medium
F001464,C00226,2023-05-22,Multiple Transactions,High
F001465,C12299,2023-03-19,Location Mismatch,Low
F001466,C18597,2023-07-02,Location Mismatch,Medium
F001467,C17902,2023-02-05,Multiple Transactions,High
F001468,C14873,2023-02-20,High Amount,Medium
F001469,C08986,2023-05-23,High Amount,Low
F001470,C06399,2023-03-08,Location Mismatch,Medium
F001471,C03788,2023-04-03,Location Mismatch,Medium
F001472,C18474,2023-04-14,Multiple Transactions,Medium
F001473,C15318,2023-12-13,Multiple Transactions,High
F001474,C08078,2023-05-19,High Amount,Low
F001475,C07577,2023-07-17,High Amount,Medium
F001476,C03614,2023-06-07,High Amount,High
F001477,C13880,2023-07-18,Multiple Transactions,Medium
F001478,C01463,2023-11-07,Location Mismatch,High
F001479,C10682,2023-04-01,High Amount,Low
F001480,C19558,2023-08-28,High Amount,Medium
F001481,C17553,2023-03-22,Multiple Transactions,Medium
F001482,C11232,2023-12-02,High Amount,Low
F001483,C19274,2023-07-15,High Amount,Medium
F001484,C07006,2023-06-19,High Amount,
F001485,C13316,2023-02-15,Location Mismatch,High
F001486,C15849,2023-07-23,High Amount,Medium
F001487,C12395,2023-01-29,Multiple Transactions,High
F001488,C05689,2023-11-22,High Amount,Medium
F001489,C05647,2023-05-18,High Amount,High
F001490,C19369,2023-01-22,High Amount,Low
F001491,C12549,2023-09-06,High Amount,Low
F001492,C06724,2023-05-28,Location Mismatch,Medium
F001493,C01839,2023-04-08,Multiple Transactions,Medium
F001494,C08077,2023-05-16,Multiple Transactions,High
F001495,C04797,2023-05-16,High Amount,Medium
F001496,C03065,2023-04-24,High Amount,Low
F001497,C12844,2023-05-08,Multiple Transactions,Low
F001498,C11573,2023-11-25,Location Mismatch,Low
F001499,C09387,2023-05-26,Multiple Transactions,High
F001500,C15812,2023-07-29,Multiple Transactions,Medium
F001501,C15297,2023-04-24,Multiple Transactions,Medium
F001502,C02959,2023-07-08,Multiple Transactions,High
F001503,C08166,2023-06-27,High Amount,Low
F001504,C08782,2023-12-10,Location Mismatch,Medium
F001505,C19746,2023-07-08,Location Mismatch,Medium
F001506,C00681,2023-08-10,Location Mismatch,Medium
F001507,C12691,2023-05-20,High Amount,Medium
F001508,C11698,2023-01-16,High Amount,Medium
F001509,C02822,2023-11-17,Location Mismatch,High
F001510,C10556,2023-12-25,High Amount,High
F001511,C19662,2023-09-17,High Amount,Low
F001512,C19842,2023-07-19,Multiple Transactions,Medium
F001513,C01427,2023-09-27,Location Mismatch,Low
F001514,C02762,2023-11-25,Multiple Transactions,Medium
F001515,C14686,2023-06-18,High Amount,Low
F001516,C12146,2023-08-19,High Amount,Low
F001517,C06018,2023-08-24,Location Mismatch,Low
F001518,C18773,2023-10-19,Location Mismatch,High
F001519,C03224,2023-02-22,High Amount,Medium
F001520,C15337,2023-09-24,Multiple Transactions,Medium
F001521,C17098,2023-06-30,HighAmount,Low
F001522,C08685,2023-01-15,Location Mismatch,Medium
F001523,C15827,2023-07-30,Location Mismatch,Low
F001524,C06372,2023-03-11,High Amount,Low
F001525,C14698,2023-07-06,Multiple Transactions,Medium
F001526,C07381,2023-08-13,Location Mismatch,Low
F001527,C04584,2023-01-27,Location Mismatch,Medium
F001528,C11815,2023-05-14,HighAmount,Medium
F001529,C13318,2023-01-21,Location Mismatch,Medium
F001530,C03191,2023-04-29,Multiple Transactions,High
F001531,C05363,2023-07-19,Multiple Transactions,Low
F001532,C17133,2023-02-09,High Amount,Low
F001533,C18238,2023-05-10,Multiple Transactions,Low
F001534,C10326,2023-06-17,Multiple Transactions,Medium
F001535,C15517,2023-02-21,Multiple Transactions,High
F001536,C17206,2023-06-08,Multiple Transactions,Low
F001537,C07166,2023-10-14,Multiple Transactions,Low
F001538,C11328,2023-09-22,Multiple Transactions,High
F001539,C13121,2023-07-10,High Amount,High
F001540,C16650,2023-02-19,Location Mismatch,Low
F001541,C17077,2023-08-28,Multiple Transactions,Low
F001542,C04905,2023-04-30,Location Mismatch,High
F001543,C10492,2023-11-21,High Amount,Low
F001544,C19935,2023-09-08,High Amount,Medium
F001545,C15082,2023-08-28,Multiple Transactions,Medium
F001546,C07043,2023-07-20,Location Mismatch,Low
F001547,C09181,2023-11-08,High Amount,Low
F001548,C02296,2023-05-13,High Amount,High
F001549,C17582,2023-06-09,HighAmount,Medium
F001550,C11894,2023-12-30,Location Mismatch,High
F001551,C00465,2023-09-18,Multiple Transactions,High
F001552,C11082,2023-02-09,High Amount,Low
F001553,C10197,2023-10-16,Location Mismatch,High
F001554,C19482,2023-07-18,Multiple Transactions,Low
F001555,C08781,2023-01-01,Location Mismatch,Low
F001556,C08802,2023-06-28,Multiple Transactions,High
F001557,C17685,2023-04-15,High Amount,Medium
F001558,C00735,2023-06-11,Multiple Transactions,Medium
F001559,C19415,2023-03-25,Location Mismatch,Medium
F001560,C16425,2023-03-03,Multiple Transactions,Low
F001561,C14058,2023-01-08,Location Mismatch,Medium
F001562,C00541,2023-11-20,Location Mismatch,High
F001563,C17890,2023-02-20,High Amount,High
F001564,C03252,2023-11-11,Multiple Transactions,Low
F001565,C04308,2023-03-15,Multiple Transactions,Medium
F001566,C18311,2023-11-02,Multiple Transactions,
F001567,C01515,2023-12-04,HighAmount,High
F001568,C01684,2023-09-01,Location Mismatch,High
F001569,C14086,2023-09-09,High Amount,High
F001570,C12519,2023-05-14,Multiple Transactions,Low
F001571,C19849,2023-07-20,Multiple Transactions,High
F001572,C18995,2023-08-16,High Amount,Medium
F001573,C13030,2023-04-14,Multiple Transactions,Low
F001574,C08549,2023-09-11,Multiple Transactions,Medium
F001575,C08443,2023-10-08,Multiple Transactions,Low
F001576,C13960,2023-05-02,HighAmount,Low
F001577,C04041,2023-12-19,Multiple Transactions,Medium
F001578,C13529,2023-08-12,Location Mismatch,
F001579,C06763,2023-09-22,High Amount,Low
F001580,C07172,2023-12-30,High Amount,High
F001581,C11485,2023-09-24,Location Mismatch,Medium
F001582,C11380,2023-12-15,Location Mismatch,Medium
F001583,C16175,2023-03-07,HighAmount,Medium
F001584,C11518,2023-09-04,Location Mismatch,High
F001585,C00632,2023-07-31,Multiple Transactions,High
F001586,C15328,2023-10-01,Multiple Transactions,High
F001587,C19942,2023-05-11,Location Mismatch,Medium
F001588,C16548,2023-05-20,High Amount,High
F001589,C11331,2023-03-17,High Amount,Medium
F001590,C10220,2023-06-19,High Amount,Low
F001591,C01461,2023-07-25,Location Mismatch,Medium
F001592,C05253,2023-02-27,High Amount,High
F001593,C18637,2023-01-02,High Amount,Medium
F001594,C19499,2023-02-22,High Amount,
F001595,C16640,2023-03-16,Location Mismatch,Medium
F001596,C01542,2023-04-06,Multiple Transactions,Medium
F001597,C09338,2023-05-01,High Amount,Medium
F001598,C04259,2023-04-17,Location Mismatch,Medium
F001599,C02100,2023-01-13,Location Mismatch,Medium
F001600,C14032,2023-06-26,Location Mismatch,Medium
F001601,C08429,2023-07-29,Location Mismatch,Medium
F001602,C12256,2023-02-12,Multiple Transactions,Medium
F001603,C09907,2023-08-06,Multiple Transactions,Low
F001604,C07813,2023-01-14,Location Mismatch,High
F001605,C02821,2023-04-27,High Amount,Medium
F001606,C17650,2023-04-16,High Amount,Low
F001607,C02690,2023-01-22,Multiple Transactions,Low
F001608,C00410,2023-10-07,High Amount,High
F001609,C08056,2023-06-30,High Amount,High
F001610,C13221,2023-05-03,High Amount,Low
F001611,C07688,2023-02-15,High Amount,High
F001612,C13820,2023-05-18,Multiple Transactions,
F001613,C12901,2023-08-07,Multiple Transactions,Medium
F001614,C16149,2023-07-26,Location Mismatch,Medium
F001615,C14513,2023-08-06,Multiple Transactions,Medium
F001616,C09090,2023-04-11,Location Mismatch,Low
F001617,C16780,2023-10-05,Location Mismatch,High
F001618,C14426,2023-09-03,Location Mismatch,Medium
F001619,C18597,2023-01-06,Multiple Transactions,Medium
F001620,C07993,2023-02-01,Multiple Transactions,Medium
F001621,C15290,2023-07-20,HighAmount,Low
F001622,C17263,2023-11-26,Multiple Transactions,Low
F001623,C04482,2023-02-17,High Amount,High
F001624,C01256,2023-05-26,High Amount,Medium
F001625,C07811,2023-07-11,Location Mismatch,Medium
F001626,C07271,2023-10-03,Multiple Transactions,Low
F001627,C10494,2023-07-15,Multiple Transactions,Medium
F001628,C00180,2023-01-18,High Amount,High
F001629,C03659,2023-12-01,Multiple Transactions,Low
F001630,C18965,2023-05-18,High Amount,Medium
F001631,C10974,2023-11-04,High Amount,
F001632,C03616,2023-07-09,Multiple Transactions,High
F001633,C09882,2023-08-18,Location Mismatch,High
F001634,C04990,2023-12-21,Multiple Transactions,High
F001635,C05183,2023-05-06,Multiple Transactions,Low
F001636,C07578,2023-05-11,Location Mismatch,High
F001637,C08936,2023-08-07,Multiple Transactions,Low
F001638,C06220,2023-03-30,Location Mismatch,High
F001639,C11773,2023-12-02,Location Mismatch,Low
F001640,C06874,2023-03-30,Multiple Transactions,Medium
F001641,C06381,2023-11-29,Location Mismatch,Low
F001642,C14078,2023-07-20,Location Mismatch,Medium
F001643,C15025,2023-10-25,Multiple Transactions,High
F001644,C02862,2023-11-23,High Amount,High
F001645,C06018,2023-09-17,Multiple Transactions,Low
F001646,C09332,2023-11-07,Multiple Transactions,Medium
F001647,C02269,2023-02-14,Multiple Transactions,Low
F001648,C00633,2023-03-20,Multiple Transactions,Low
F001649,C15856,2023-03-21,Location Mismatch,Low
F001650,C11687,2023-02-07,Multiple Transactions,High
F001651,C15690,2023-03-08,Location Mismatch,Medium
F001652,C12737,2023-02-22,Multiple Transactions,Low
F001653,C05457,2023-05-14,High Amount,Medium
F001654,C18107,2023-09-15,Location Mismatch,Medium
F001655,C09301,2023-02-17,Location Mismatch,High
F001656,C10866,2023-03-30,Location Mismatch,Low
F001657,C12926,2023-12-12,Location Mismatch,Low
F001658,C12539,2023-08-23,High Amount,Medium
F001659,C08761,2023-05-24,High Amount,High
F001660,C02835,2023-04-30,Location Mismatch,Low
F001661,C14500,2023-03-03,High Amount,Medium
F001662,C17918,2023-04-18,Location Mismatch,
F001663,C13963,2023-06-06,High Amount,Low
F001664,C17582,2023-06-22,High Amount,High
F001665,C11098,2023-03-15,Location Mismatch,Medium
F001666,C00306,2023-07-04,Multiple Transactions,High
F001667,C11623,2023-03-25,Multiple Transactions,Low
F001668,C04614,2023-08-21,Location Mismatch,Low
F001669,C06964,2023-12-23,Location Mismatch,Medium
F001670,C13041,2023-09-29,Location Mismatch,Low
F001671,C12360,2023-09-23,Multiple Transactions,Medium
F001672,C04482,2023-01-24,Multiple Transactions,Low
F001673,C00350,2023-10-08,Multiple Transactions,Medium
F001674,C03111,2023-08-21,Multiple Transactions,High
F001675,C17411,2023-02-10,High Amount,Low
F001676,C00879,2023-03-20,Location Mismatch,High
F001677,C03049,2023-08-15,Location Mismatch,Low
F001678,C09258,2023-03-26,Location Mismatch,High
F001679,C06806,2023-07-10,High Amount,Low
F001680,C02883,2023-03-22,Multiple Transactions,High
F001681,C01536,2023-06-09,Location Mismatch,Low
F001682,C13572,2023-01-25,Multiple Transactions,Low
F001683,C15564,2023-01-18,Multiple Transactions,Medium
F001684,C15281,2023-06-26,Multiple Transactions,High
F001685,C18555,2023-04-06,Location Mismatch,High
F001686,C10177,2023-07-29,Location Mismatch,Medium
F001687,C00999,2023-04-29,Multiple Transactions,Low
F001688,C04808,2023-05-29,Multiple Transactions,Medium
F001689,C08502,2023-03-04,Multiple Transactions,High
F001690,C12200,2023-09-30,Location Mismatch,High
F001691,C11896,2023-10-03,High Amount,High
F001692,C13904,2023-05-19,Location Mismatch,
F001693,C02307,2023-06-12,Multiple Transactions,Low
F001694,C06467,2023-02-02,Multiple Transactions,High
F001695,C17372,2023-05-23,High Amount,Low
F001696,C14074,2023-03-25,High Amount,Medium
F001697,C11975,2023-09-26,High Amount,Medium
F001698,C04871,2023-09-19,High Amount,High
F001699,C12231,2023-11-25,High Amount,Medium
F001700,C16697,2023-02-18,High Amount,Medium
F001701,C11534,2023-02-26,Multiple Transactions,Low
F001702,C08886,2023-05-28,Multiple Transactions,Low
F001703,C16636,2023-01-04,High Amount,Medium
F001704,C04441,2023-06-22,Location Mismatch,Medium
F001705,C05325,2023-07-15,Location Mismatch,High
F001706,C11118,2023-03-29,Multiple Transactions,Medium
F001707,C01413,2023-01-10,Location Mismatch,Medium
F001708,C04740,2023-08-17,Location Mismatch,Medium
F001709,C10417,2023-10-04,Multiple Transactions,Low
F001710,C01142,2023-11-20,Location Mismatch,Low
F001711,C15260,2023-12-26,High Amount,High
F001712,C12961,2023-09-15,High Amount,Medium
F001713,C15478,2023-09-28,Location Mismatch,Medium
F001714,C15483,2023-06-29,Multiple Transactions,
F001715,C13053,2023-04-15,High Amount,High
F001716,C16069,2023-07-30,Location Mismatch,Low
F001717,C05207,2023-05-16,Multiple Transactions,Low
F001718,C14648,2023-01-03,Multiple Transactions,Medium
F001719,C04070,2023-07-10,Location Mismatch,Medium
F001720,C14730,2023-11-20,Location Mismatch,Low
F001721,C10291,2023-10-27,High Amount,
F001722,C08950,2023-06-29,Multiple Transactions,Low
F001723,C04401,2023-09-06,HighAmount,Medium
F001724,C06633,2023-12-04,Multiple Transactions,High
F001725,C15152,2023-06-27,Location Mismatch,High
F001726,C09619,2023-06-14,High Amount,Low
F001727,C16863,2023-01-23,Multiple Transactions,Medium
F001728,C10354,2023-01-07,Location Mismatch,Medium
F001729,C18547,2023-12-22,Location Mismatch,Medium
F001730,C15196,2023-11-08,High Amount,Medium
F001731,C02750,2023-09-04,High Amount,Low
F001732,C07555,2023-01-11,Multiple Transactions,Low
F001733,C11982,2023-11-21,High Amount,Medium
F001734,C11806,2023-05-05,High Amount,Medium
F001735,C18477,2023-08-06,Multiple Transactions,Medium
F001736,C15073,2023-12-29,Multiple Transactions,High
F001737,C00987,2023-06-06,Multiple Transactions,Low
F001738,C11652,2023-08-17,Location Mismatch,High
F001739,C08262,2023-04-26,Multiple Transactions,High
F001740,C05643,2023-06-12,Location Mismatch,Medium
F001741,C19160,2023-01-26,High Amount,Low
F001742,C06884,2023-09-11,Multiple Transactions,Medium
F001743,C19106,2023-03-09,Multiple Transactions,Low
F001744,C06796,2023-07-19,HighAmount,Medium
F001745,C02542,2023-03-15,High Amount,Medium
F001746,C01654,2023-03-20,High Amount,High
F001747,C07300,2023-07-07,High Amount,Medium
F001748,C09561,2023-09-16,Location Mismatch,Low
F001749,C15148,2023-12-09,Location Mismatch,Medium
F001750,C17317,2023-05-20,Multiple Transactions,
F001751,C05088,2023-09-24,Multiple Transactions,Low
F001752,C01250,2023-08-06,High Amount,High
F001753,C01580,2023-10-20,High Amount,Medium
F001754,C12555,2023-04-11,High Amount,Low
F001755,C09594,2023-02-07,Multiple Transactions,Low
F001756,C07491,2023-11-24,Location Mismatch,Medium
F001757,C09209,2023-11-15,Multiple Transactions,Medium
F001758,C03369,2023-06-18,High Amount,Low
F001759,C19030,2023-07-02,High Amount,High
F001760,C04624,2023-08-07,High Amount,High
F001761,C14589,2023-11-09,Location Mismatch,Medium
F001762,C01285,2023-10-05,High Amount,
F001763,C04895,2023-09-17,High Amount,Low
F001764,C13766,2023-07-20,Location Mismatch,Medium
F001765,C17467,2023-05-13,Location Mismatch,Medium
F001766,C02424,2023-01-26,Location Mismatch,High
F001767,C13789,2023-01-01,High Amount,Medium
F001768,C18352,2023-11-05,High Amount,Medium
F001769,C08364,2023-08-23,High Amount,High
F001770,C06645,2023-07-11,Location Mismatch,Medium
F001771,C03483,2023-01-16,Location Mismatch,Low
F001772,C11493,2023-07-12,Location Mismatch,High
F001773,C03315,2023-07-10,Location Mismatch,Low
F001774,C03885,2023-09-14,Location Mismatch,Medium
F001775,C06000,2023-11-01,Location Mismatch,High
F001776,C17460,2023-08-13,Multiple Transactions,Medium
F001777,C07040,2023-02-28,High Amount,Low
F001778,C09065,2023-12-22,Location Mismatch,Medium
F001779,C10213,2023-02-19,Location Mismatch,Low
F001780,C06634,2023-10-07,High Amount,High
F001781,C07464,2023-11-02,Multiple Transactions,Low
F001782,C14703,2023-02-27,Multiple Transactions,Medium
F001783,C12431,2023-04-27,Multiple Transactions,Medium
F001784,C08346,2023-10-02,High Amount,Medium
F001785,C01490,2023-08-11,High Amount,Medium
F001786,C05273,2023-01-12,Location Mismatch,High
F001787,C01613,2023-01-04,Multiple Transactions,High
F001788,C19844,2023-03-24,High Amount,Medium
F001789,C18964,2023-12-09,Location Mismatch,Low
F001790,C09722,2023-10-24,High Amount,Low
F001791,C11768,2023-10-18,High Amount,High
F001792,C18666,2023-06-26,Location Mismatch,High
F001793,C09382,2023-02-15,Multiple Transactions,Low
F001794,C14336,2023-07-28,High Amount,Low
F001795,C17325,2023-10-27,Multiple Transactions,Medium
F001796,C11382,2023-05-01,Location Mismatch,High
F001797,C03879,2023-08-18,High Amount,High
F001798,C05137,2023-12-28,High Amount,Low
F001799,C18614,2023-11-19,Location Mismatch,Medium
F001800,C04076,2023-07-21,Location Mismatch,Medium
F001801,C01258,2023-06-24,High Amount,High
F001802,C06577,2023-01-07,High Amount,Low
F001803,C12733,2023-10-13,Multiple Transactions,High
F001804,C11127,2023-12-17,Location Mismatch,Medium
F001805,C04822,2023-10-18,Multiple Transactions,Medium
F001806,C00909,2023-06-07,Multiple Transactions,Medium
F001807,C03316,2023-03-05,Location Mismatch,High
F001808,C05147,2023-09-08,Multiple Transactions,High
F001809,C15890,2023-02-09,Location Mismatch,Low
F001810,C09417,2023-06-30,High Amount,Low
F001811,C03895,2023-06-09,Location Mismatch,Medium
F001812,C15526,2023-11-18,Multiple Transactions,Low
F001813,C18583,2023-04-04,Location Mismatch,Medium
F001814,C14319,2023-09-27,High Amount,High
F001815,C09392,2023-10-05,High Amount,Low
F001816,C14276,2023-09-26,Multiple Transactions,High
F001817,C19411,2023-03-01,Location Mismatch,Low
F001818,C06815,2023-09-10,Multiple Transactions,High
F001819,C01828,2023-08-27,Multiple Transactions,Low
F001820,C07351,2023-07-15,Location Mismatch,
F001821,C04172,2023-10-11,Multiple Transactions,High
F001822,C02983,2023-03-01,Multiple Transactions,High
F001823,C18024,2023-07-16,Location Mismatch,Low
F001824,C14794,2023-02-10,Location Mismatch,High
F001825,C02490,2023-09-15,High Amount,Low
F001826,C05187,2023-06-27,Location Mismatch,Low
F001827,C19482,2023-11-11,High Amount,High
F001828,C17227,2023-04-01,High Amount,Medium
F001829,C07618,2023-08-08,High Amount,Low
F001830,C08771,2023-10-29,High Amount,Medium
F001831,C19492,2023-11-20,High Amount,High
F001832,C10688,2023-05-18,Multiple Transactions,Medium
F001833,C04017,2023-11-11,High Amount,High
F001834,C15993,2023-09-26,Multiple Transactions,High
F001835,C01716,2023-01-20,High Amount,Medium
F001836,C01591,2023-11-04,Multiple Transactions,High
F001837,C18504,2023-10-28,Location Mismatch,Low
F001838,C17850,2023-09-04,Location Mismatch,Low
F001839,C09280,2023-08-01,High Amount,Low
F001840,C06612,2023-05-14,Multiple Transactions,Low
F001841,C14145,2023-05-05,Location Mismatch,Medium
F001842,C00147,2023-10-15,High Amount,Low
F001843,C15808,2023-11-18,Location Mismatch,Low
F001844,C01833,2023-01-06,Location Mismatch,Low
F001845,C12344,2023-05-26,Multiple Transactions,Low
F001846,C08320,2023-02-23,Location Mismatch,
F001847,C15368,2023-09-02,Location Mismatch,Medium
F001848,C02593,2023-07-18,Location Mismatch,High
F001849,C14435,2023-08-26,Multiple Transactions,Medium
F001850,C07471,2023-03-30,Multiple Transactions,Low
F001851,C13255,2023-07-14,Multiple Transactions,Medium
F001852,C13164,2023-07-07,High Amount,
F001853,C10136,2023-04-16,Location Mismatch,High
F001854,C02863,2023-06-17,Multiple Transactions,Low
F001855,C12212,2023-08-04,Location Mismatch,Medium
F001856,C06414,2023-12-28,Location Mismatch,Low
F001857,C18897,2023-10-28,Multiple Transactions,Low
F001858,C07530,2023-11-25,Multiple Transactions,Medium
F001859,C00108,2023-02-08,High Amount,Medium
F001860,C03061,2023-04-23,High Amount,Medium
F001861,C05183,2023-04-15,High Amount,Medium
F001862,C02425,2023-05-02,Location Mismatch,Low
F001863,C11347,2023-01-30,High Amount,Medium
F001864,C08455,2023-02-22,High Amount,Medium
F001865,C10930,2023-01-08,High Amount,Medium
F001866,C06913,2023-08-18,Location Mismatch,Medium
F001867,C11871,2023-05-11,High Amount,High
F001868,C03015,2023-09-30,Location Mismatch,High
F001869,C16713,2023-12-22,Location Mismatch,Low
F001870,C15293,2023-10-16,Multiple Transactions,High
F001871,C06055,2023-11-22,High Amount,Medium
F001872,C02581,2023-04-21,High Amount,High
F001873,C17962,2023-11-18,Location Mismatch,High
F001874,C05453,2023-05-22,Location Mismatch,
F001875,C04115,2023-09-05,High Amount,Low
F001876,C05196,2023-10-19,High Amount,High
F001877,C12834,2023-07-21,High Amount,Medium
F001878,C16187,2023-03-19,Multiple Transactions,Low
F001879,C16042,2023-08-03,Location Mismatch,Low
F001880,C19547,2023-06-17,Location Mismatch,High
F001881,C12782,2023-06-23,Multiple Transactions,Low
F001882,C02433,2023-10-22,Multiple Transactions,Low
F001883,C12684,2023-02-08,Location Mismatch,High
F001884,C19741,2023-07-28,Multiple Transactions,Medium
F001885,C17405,2023-12-21,Multiple Transactions,Medium
F001886,C13863,2023-12-04,Location Mismatch,Low
F001887,C05571,2023-04-18,High Amount,Medium
F001888,C17287,2023-03-10,HighAmount,Low
F001889,C16276,2023-12-26,Location Mismatch,High
F001890,C06833,2023-04-07,Multiple Transactions,High
F001891,C09282,2023-04-28,Location Mismatch,Low
F001892,C15754,2023-11-19,Location Mismatch,High
F001893,C19099,2023-03-17,Multiple Transactions,Low
F001894,C14610,2023-12-27,High Amount,Low
F001895,C09758,2023-01-30,Multiple Transactions,Low
F001896,C17518,2023-03-08,Multiple Transactions,Low
F001897,C12227,2023-04-10,High Amount,Low
F001898,C17236,2023-07-17,High Amount,Low
F001899,C17943,2023-09-22,Location Mismatch,Medium
F001900,C08149,2023-01-16,Multiple Transactions,Low
F001901,C11106,2023-11-18,Multiple Transactions,Low
F001902,C14244,2023-10-18,Multiple Transactions,Low
F001903,C13671,2023-08-17,Location Mismatch,High
F001904,C13286,2023-12-16,Location Mismatch,Medium
F001905,C07406,2023-05-11,Multiple Transactions,Low
F001906,C00588,2023-06-11,Multiple Transactions,Medium
F001907,C13415,2023-04-01,High Amount,Medium
F001908,C11377,2023-08-28,High Amount,Low
F001909,C04228,2023-04-02,High Amount,Medium
F001910,C02595,2023-06-09,High Amount,Low
F001911,C14376,2023-05-07,High Amount,Low
F001912,C15914,2023-07-29,Multiple Transactions,Medium
F001913,C16773,2023-07-30,HighAmount,
F001914,C05603,2023-02-19,Location Mismatch,
F001915,C10573,2023-01-28,High Amount,Medium
F001916,C19914,2023-12-26,High Amount,Low
F001917,C01042,2023-07-01,Location Mismatch,Medium
F001918,C14637,2023-07-04,High Amount,Low
F001919,C01380,2023-04-19,Location Mismatch,Medium
F001920,C05079,2023-05-14,Location Mismatch,Medium
F001921,C17480,2023-01-18,High Amount,High
F001922,C13204,2023-03-07,Location Mismatch,Medium
F001923,C16670,2023-05-21,Location Mismatch,Medium
F001924,C10042,2023-05-05,Multiple Transactions,Low
F001925,C14213,2023-06-26,Location Mismatch,Low
F001926,C12485,2023-06-02,High Amount,Medium
F001927,C08393,2023-12-22,Multiple Transactions,High
F001928,C19154,2023-06-04,Multiple Transactions,High
F001929,C18625,2023-11-20,High Amount,Medium
F001930,C13445,2023-11-18,Location Mismatch,Medium
F001931,C07593,2023-03-15,Multiple Transactions,High
F001932,C17456,2023-01-02,High Amount,Medium
F001933,C16056,2023-07-15,Multiple Transactions,Low
F001934,C15693,2023-12-24,Multiple Transactions,Medium
F001935,C14847,2023-08-13,High Amount,Medium
F001936,C09898,2023-06-29,Multiple Transactions,High
F001937,C08471,2023-04-01,Multiple Transactions,Medium
F001938,C04764,2023-04-18,Multiple Transactions,High
F001939,C16389,2023-09-05,Location Mismatch,High
F001940,C15940,2023-04-16,Location Mismatch,Medium
F001941,C05445,2023-07-19,Location Mismatch,Medium
F001942,C07599,2023-08-15,High Amount,Low
F001943,C14553,2023-01-11,High Amount,Medium
F001944,C01635,2023-08-04,Multiple Transactions,High
F001945,C03520,2023-05-18,High Amount,Low
F001946,C11185,2023-11-12,Multiple Transactions,Medium
F001947,C00861,2023-04-04,Location Mismatch,Medium
F001948,C14775,2023-06-14,High Amount,High
F001949,C05544,2023-05-12,High Amount,Medium
F001950,C06166,2023-02-11,Multiple Transactions,Medium
F001951,C11549,2023-11-20,High Amount,High
F001952,C08539,2023-10-31,Multiple Transactions,Medium
F001953,C17442,2023-08-29,Location Mismatch,Low
F001954,C15142,2023-09-14,High Amount,Low
F001955,C09356,2023-10-23,High Amount,Medium
F001956,C14968,2023-11-14,High Amount,Medium
F001957,C08838,2023-03-11,High Amount,High
F001958,C12577,2023-09-01,High Amount,Medium
F001959,C13967,2023-05-01,Multiple Transactions,Medium
F001960,C04305,2023-09-09,High Amount,Medium
F001961,C07219,2023-09-10,High Amount,High
F001962,C08050,2023-06-09,Multiple Transactions,High
F001963,C02065,2023-10-31,Location Mismatch,Medium
F001964,C01292,2023-09-06,Multiple Transactions,Medium
F001965,C11214,2023-05-01,Location Mismatch,Medium
F001966,C00993,2023-08-04,Location Mismatch,Medium
F001967,C07167,2023-02-21,Multiple Transactions,High
F001968,C11184,2023-09-22,Location Mismatch,High
F001969,C12265,2023-01-12,Multiple Transactions,Medium
F001970,C04844,2023-09-08,Multiple Transactions,Low
F001971,C12785,2023-08-31,High Amount,Low
F001972,C00425,2023-11-13,High Amount,
F001973,C16694,2023-08-01,Location Mismatch,Low
F001974,C13297,2023-03-25,Multiple Transactions,Low
F001975,C16414,2023-08-03,High Amount,Low
F001976,C05781,2023-08-05,High Amount,Medium
F001977,C09786,2023-07-14,Multiple Transactions,High
F001978,C00250,2023-02-06,High Amount,High
F001979,C11069,2023-10-23,High Amount,Medium
F001980,C02880,2023-06-05,Location Mismatch,Medium
F001981,C13315,2023-10-18,High Amount,Medium
F001982,C04378,2023-07-09,Location Mismatch,Low
F001983,C11086,2023-06-25,High Amount,Medium
F001984,C07697,2023-04-23,High Amount,High
F001985,C11067,2023-04-02,Location Mismatch,Medium
F001986,C01555,2023-08-16,Multiple Transactions,
F001987,C17706,2023-06-19,Location Mismatch,High
F001988,C03554,2023-03-11,HighAmount,Medium
F001989,C01424,2023-06-07,Multiple Transactions,High
F001990,C01695,2023-10-03,Location Mismatch,Low
F001991,C14851,2023-08-03,High Amount,Medium
F001992,C09767,2023-06-10,High Amount,Low
F001993,C00200,2023-01-07,Multiple Transactions,Medium
F001994,C07997,2023-07-09,Multiple Transactions,High
F001995,C03805,2023-10-06,Location Mismatch,Medium
F001996,C16665,2023-08-27,High Amount,High
F001997,C13028,2023-03-26,High Amount,
F001998,C03659,2023-10-25,Multiple Transactions,
F001999,C10548,2023-03-09,Multiple Transactions,
F002000,C11895,2023-02-14,Location Mismatch,Low
F002001,C07893,2023-06-04,Multiple Transactions,Low
F002002,C14650,2023-08-25,Location Mismatch,Low
F002003,C04122,2023-08-16,High Amount,High
F002004,C17933,2023-11-29,High Amount,High
F002005,C06622,2023-08-11,Location Mismatch,Medium
F002006,C10640,2023-04-14,High Amount,Low
F002007,C11346,2023-05-14,High Amount,High
F002008,C02229,2023-02-25,Location Mismatch,Medium
F002009,C01223,2023-09-02,Multiple Transactions,High
F002010,C19052,2023-07-17,Location Mismatch,High
F002011,C16628,2023-07-27,Multiple Transactions,Medium
F002012,C16968,2023-10-02,Location Mismatch,Low
